Date,Open,High,Low,Close,Volume
20-Jan-14,3.00,3.00,2.87,2.90,109960
17-Jan-14,3.03,3.05,2.97,2.98,115775
16-Jan-14,3.05,3.08,2.91,3.00,264073
15-Jan-14,2.92,3.00,2.88,3.00,200909
14-Jan-14,3.11,3.11,2.88,2.89,708540
13-Jan-14,3.25,3.31,3.00,3.11,481832
10-Jan-14,3.50,3.50,3.25,3.27,299911
9-Jan-14,3.60,3.60,3.35,3.44,341390
8-Jan-14,3.60,3.80,3.50,3.55,517263
7-Jan-14,3.50,3.73,3.46,3.58,796058
6-Jan-14,3.40,3.54,2.89,3.46,1214328
17-Dec-13,5.50,5.78,5.30,5.70,384136
16-Dec-13,5.50,5.75,5.40,5.54,63759
13-Dec-13,5.70,5.92,5.50,5.50,219380
12-Dec-13,5.93,6.10,5.32,5.70,694878
11-Dec-13,5.75,6.00,5.70,5.91,364580
10-Dec-13,5.60,5.80,5.53,5.76,439945
9-Dec-13,5.56,5.56,5.27,5.50,434016
6-Dec-13,5.60,5.62,5.30,5.55,204318
5-Dec-13,5.63,5.67,5.51,5.60,63032
4-Dec-13,5.67,5.67,5.48,5.60,58759
3-Dec-13,5.80,5.80,5.54,5.67,121077
2-Dec-13,5.90,5.90,5.80,5.80,53450
29-Nov-13,5.90,6.09,5.85,5.93,191046
28-Nov-13,5.70,5.90,5.70,5.90,70910
27-Nov-13,5.54,5.65,5.40,5.64,94170
26-Nov-13,5.70,5.75,5.55,5.59,215837
22-Nov-13,5.70,5.75,5.56,5.65,84041
21-Nov-13,5.40,5.60,5.30,5.55,162543
20-Nov-13,5.32,5.50,5.28,5.30,103388
19-Nov-13,5.55,5.60,5.20,5.28,100443
18-Nov-13,5.85,5.85,5.66,5.69,116281
15-Nov-13,5.85,5.88,5.77,5.84,116399
14-Nov-13,5.85,5.96,5.77,5.85,317737
13-Nov-13,5.65,5.88,5.65,5.85,155052
12-Nov-13,5.65,5.65,5.56,5.65,85404
11-Nov-13,5.60,5.74,5.60,5.65,109162
8-Nov-13,5.40,5.70,5.40,5.67,300688
7-Nov-13,5.60,5.60,5.40,5.40,82541
5-Nov-13,5.70,5.75,5.60,5.60,111588
4-Nov-13,5.70,5.70,5.56,5.61,196701
1-Nov-13,5.80,5.80,5.50,5.70,353330
31-Oct-13,5.69,6.02,5.69,5.75,614946
30-Oct-13,5.45,5.87,5.45,5.69,451814
29-Oct-13,5.49,5.55,5.20,5.34,272870
28-Oct-13,5.30,5.50,5.30,5.50,561219
25-Oct-13,4.84,5.31,4.83,5.20,795439
24-Oct-13,4.48,4.85,4.48,4.83,349353
23-Oct-13,4.50,4.63,4.42,4.48,225556
22-Oct-13,4.65,4.65,4.50,4.50,167657
21-Oct-13,4.62,4.70,4.60,4.65,121964
18-Oct-13,4.60,4.74,4.50,4.62,680951
17-Oct-13,4.40,4.60,4.31,4.60,138494
16-Oct-13,4.60,4.60,4.30,4.46,148158
15-Oct-13,4.75,4.75,4.51,4.58,142485
11-Oct-13,4.82,4.83,4.65,4.71,109816
10-Oct-13,4.74,4.95,4.60,4.82,517804
9-Oct-13,4.37,4.75,4.35,4.73,268324
